,widths,heights
79983,236,96
79984,23,62
79985,85,64
79986,243,61
79987,371,95
79988,255,44
79989,20,67
79990,54,58
79991,384,101
79992,12,26
79993,110,69
79994,386,76
79995,255,67
79996,268,68
79997,153,46
79998,527,85
79999,149,93
80000,8,8
80001,44,74
80002,191,79
80003,333,81
80004,29,70
80005,244,65
80006,14,58
80007,35,26
80008,145,51
80009,164,53
80010,23,74
80011,98,67
80012,360,68
80013,150,41
80014,214,60
80015,70,51
80016,256,59
80017,301,86
80018,90,61
80019,370,69
80020,324,74
80021,91,67
80022,261,83
80023,391,75
80024,369,76
80025,7,7
80026,148,76
80027,336,108
80028,178,35
80029,270,61
80030,105,66
80031,268,64
80032,145,79
80033,236,78
80034,206,45
80035,188,93
80036,72,66
80037,219,77
80038,229,55
80039,206,66
80040,70,53
80041,128,63
80042,321,73
80043,25,70
80044,272,81
80045,153,63
80046,294,67
80047,148,64
80048,231,67
80049,138,63
80050,121,66
80051,419,93
80052,479,110
80053,267,101
80054,8,10
80055,135,125
80056,244,175
80057,77,116
80058,336,102
80059,11,37
80060,96,121
80061,352,123
80062,9,48
80063,195,62
80064,81,85
80065,295,150
80066,83,57
80067,217,54
80068,353,63
80069,206,97
80070,145,115
80071,240,168
80072,157,94
80073,122,86
80074,90,43
80075,205,91
80076,10,12
80077,176,84
80078,209,102
80079,272,106
80080,121,131
80081,91,78
80082,505,111
80083,9,8
80084,227,80
80085,424,123
80086,49,64
80087,146,100
80088,396,93
80089,7,42
80090,290,73
80091,9,37
80092,68,91
80093,55,62
80094,315,122
80095,87,90
80096,168,112
80097,197,57
80098,399,150
80099,68,72
80100,141,95
80101,450,105
80102,5,9
80103,207,103
80104,61,64
80105,460,132
80106,340,123
80107,167,117
80108,126,90
80109,339,107
80110,11,38
80111,142,90
80112,512,141
80113,242,73
80114,62,72
80115,166,134
80116,216,88
80117,14,40
80118,131,83
80119,206,88
80120,267,90
80121,252,133
80122,293,138
80123,414,160
80124,9,43
80125,143,91
80126,135,86
80127,450,105
80128,184,126
80129,502,156
80130,94,93
80131,142,92
80132,338,127
80133,7,8
80134,158,103
80135,369,172
80136,232,146
80137,128,94
80138,180,51
80139,168,135
80140,320,70
80141,219,103
80142,8,40
80143,157,84
80144,142,88
80145,210,93
80146,75,142
80147,196,97
80148,332,97
80149,109,102
80150,126,104
80151,335,131
80152,49,73
80153,317,149
80154,301,114
80155,89,88
80156,196,91
80157,404,136
80158,358,140
80159,34,54
80160,157,100
80161,30,76
80162,264,92
80163,45,125
80164,494,150
80165,175,133
80166,436,96
80167,75,78
80168,24,80
80169,144,84
80170,16,49
80171,178,116
80172,451,82
80173,77,66
80174,14,69
80175,141,82
80176,119,84
80177,11,44
80178,162,114
80179,383,64
80180,72,75
80181,6,6
80182,321,93
80183,453,145
80184,385,126
80185,157,51
80186,344,127
80187,63,80
80188,380,106
80189,341,104
80190,226,105
80191,303,100
80192,229,66
80193,97,82
80194,117,96
80195,308,125
80196,236,97
80197,129,88
80198,231,126
80199,322,158
80200,103,83
80201,148,85
80202,210,124
80203,62,48
80204,230,143
80205,78,110
80206,106,56
80207,240,90
80208,5,8
80209,190,94
80210,448,135
80211,441,57
80212,93,86
80213,137,95
80214,293,106
80215,224,86
80216,80,110
80217,246,60
80218,89,83
80219,453,104
80220,129,74
80221,298,85
80222,86,112
80223,51,44
80224,369,83
80225,160,154
80226,223,131
80227,6,7
80228,170,95
80229,234,114
80230,90,114
80231,172,141
80232,241,131
80233,192,100
80234,140,91
80235,374,153
80236,85,95
80237,290,64
80238,355,104
80239,141,77
80240,179,99
80241,351,89
80242,398,93
80243,6,6
80244,48,38
80245,5,6
80246,440,114
80247,8,6
80248,92,94
80249,214,141
80250,92,116
80251,147,104
80252,472,141
80253,82,106
80254,504,173
80255,394,101
80256,11,53
80257,234,51
80258,202,106
80259,87,108
80260,443,112
80261,194,99
80262,84,80
80263,347,97
80264,107,90
80265,324,105
80266,398,92
80267,260,53
80268,54,82
80269,201,52
80270,190,117
80271,506,143
80272,59,55
80273,137,94
80274,288,58
80275,373,52
80276,107,88
80277,197,93
80278,441,181
80279,187,100
80280,8,15
80281,185,100
80282,310,91
80283,378,155
80284,138,51
80285,229,95
80286,98,104
80287,341,103
80288,261,113
80289,16,62
80290,61,82
80291,389,141
80292,19,47
80293,473,148
80294,292,75
80295,8,45
80296,320,94
80297,100,110
80298,12,48
80299,330,95
80300,199,59
80301,17,52
80302,285,129
80303,415,100
80304,10,48
80305,270,147
80306,32,80
80307,7,35
80308,60,61
80309,13,42
80310,186,92
80311,247,94
80312,92,97
80313,360,110
80314,513,133
80315,8,44
80316,395,137
80317,406,127
80318,13,29
80319,164,87
80320,328,135
80321,526,139
80322,11,9
80323,90,97
80324,555,160
80325,184,128
80326,7,47
80327,203,84
80328,125,88
80329,310,98
80330,217,98
80331,336,150
80332,236,81
80333,88,108
80334,483,118
80335,7,45
80336,139,76
80337,167,81
80338,183,95
80339,419,105
80340,87,61
80341,8,38
80342,60,63
80343,172,135
80344,6,40
80345,402,168
80346,296,134
80347,50,67
80348,58,52
80349,206,60
80350,278,63
80351,6,6
80352,175,98
80353,80,104
80354,173,98
80355,280,88
80356,127,46
80357,146,84
80358,604,103
80359,160,93
80360,289,95
80361,222,102
80362,407,147
80363,235,85
80364,198,89
80365,399,94
80366,499,95
80367,11,8
80368,165,97
80369,317,74
80370,405,70
80371,198,98
80372,178,79
80373,311,106
80374,115,94
80375,116,132
80376,102,90
80377,244,41
80378,253,126
80379,88,80
80380,137,106
80381,191,47
80382,112,166
80383,157,132
80384,98,121
80385,188,102
80386,325,76
80387,186,81
80388,151,140
80389,191,79
80390,343,113
80391,87,81
80392,134,83
80393,248,49
80394,328,100
80395,143,143
80396,109,86
80397,435,202
80398,375,90
80399,61,56
80400,284,129
80401,166,52
80402,230,81
80403,505,141
80404,24,38
80405,260,138
80406,253,139
80407,491,89
80408,342,102
80409,188,86
80410,96,40
80411,193,97
80412,510,80
80413,149,105
80414,177,105
80415,42,42
80416,192,101
80417,43,35
80418,193,117
80419,412,84
80420,73,98
80421,328,77
80422,638,161
80423,123,104
80424,130,46
80425,233,76
80426,7,9
80427,571,215
80428,137,99
80429,458,114
80430,442,92
80431,128,140
80432,514,154
80433,82,86
80434,134,87
80435,143,104
80436,202,90
80437,279,168
80438,571,100
80439,198,39
80440,55,60
80441,151,124
80442,90,125
80443,93,95
80444,349,107
80445,573,80
80446,419,144
80447,78,34
80448,171,108
80449,354,89
80450,469,159
80451,93,119
80452,100,105
80453,274,107
80454,16,9
80455,310,164
80456,168,113
80457,371,117
80458,448,123
80459,265,124
80460,41,39
80461,443,89
80462,221,92
80463,40,42
80464,601,168
80465,468,129
80466,30,43
80467,341,117
80468,258,151
80469,26,42
80470,156,76
80471,444,128
80472,359,152
80473,144,37
80474,358,124
80475,96,30
80476,429,197
80477,98,33
80478,420,137
80479,9,9
80480,142,115
80481,527,132
80482,383,98
80483,480,159
80484,511,189
80485,142,94
80486,300,66
80487,120,94
80488,206,56
80489,257,107
80490,36,42
80491,276,79
80492,149,65
80493,262,79
80494,573,109
80495,8,6
80496,55,107
80497,217,89
80498,115,167
80499,107,94
80500,503,105
80501,318,72
80502,414,146
80503,26,52
80504,121,85
80505,448,64
80506,96,113
80507,355,116
80508,649,147
80509,70,75
80510,117,96
80511,356,47
80512,109,82
80513,158,107
80514,352,125
80515,62,68
80516,279,160
80517,341,129
80518,194,128
80519,275,171
80520,103,81
80521,499,91
80522,412,100
80523,8,8
80524,173,111
80525,503,141
80526,149,99
80527,468,113
80528,159,89
80529,389,97
80530,238,112
80531,227,92
80532,35,37
80533,179,84
80534,239,96
80535,314,107
80536,337,92
80537,217,105
80538,109,94
80539,313,113
80540,69,64
80541,435,60
80542,378,84
80543,45,45
80544,378,170
80545,127,92
80546,254,122
80547,140,84
80548,257,80
80549,426,72
80550,324,102
80551,220,78
80552,59,87
80553,256,59
80554,210,153
80555,159,102
80556,32,28
80557,460,94
80558,453,165
80559,166,34
80560,230,165
80561,211,116
80562,314,110
80563,129,95
80564,470,111
80565,91,79
80566,106,87
80567,318,116
80568,194,73
80569,197,116
80570,64,91
80571,290,112
80572,263,97
80573,8,7
80574,81,98
80575,302,86
80576,335,94
80577,300,117
80578,364,84
80579,356,97
80580,442,149
80581,82,70
80582,589,179
80583,197,88
80584,286,103
80585,78,116
80586,342,91
80587,501,148
80588,595,74
80589,147,107
80590,128,103
80591,410,158
80592,255,108
80593,113,52
80594,521,74
80595,92,69
80596,117,108
80597,642,145
80598,9,8
80599,304,119
80600,150,42
80601,434,56
80602,302,84
80603,124,163
80604,619,141
80605,458,182
80606,115,87
80607,8,9
80608,585,134
80609,12,9
80610,168,122
80611,381,146
80612,96,121
80613,351,93
80614,445,178
80615,596,154
80616,320,103
80617,227,147
80618,269,98
80619,458,177
80620,405,170
80621,376,113
80622,465,95
80623,272,166
80624,130,125
80625,278,81
80626,171,118
80627,171,80
80628,469,172
80629,96,57
80630,293,67
80631,424,127
80632,7,8
80633,190,91
80634,397,104
80635,37,40
80636,419,138
80637,61,68
80638,354,84
80639,380,92
80640,401,173
80641,254,123
80642,544,117
80643,194,131
80644,397,53
80645,162,113
80646,219,106
80647,493,152
80648,89,90
80649,91,134
80650,314,46
80651,75,68
80652,263,78
80653,445,144
80654,195,108
80655,464,110
80656,343,156
80657,240,96
80658,140,77
80659,168,78
80660,467,102
80661,423,79
80662,195,78
80663,54,92
80664,228,52
80665,216,120
80666,221,120
80667,94,52
80668,64,38
80669,383,104
80670,267,188
80671,29,38
80672,420,126
80673,219,113
80674,76,103
80675,287,51
80676,196,117
80677,221,83
80678,48,76
80679,149,103
80680,154,124
80681,295,91
80682,311,97
80683,380,174
80684,102,84
80685,368,107
80686,118,172
80687,127,104
80688,482,144
80689,494,105
80690,398,174
80691,404,117
80692,74,93
80693,109,115
80694,243,141
80695,8,10
80696,82,100
80697,8,6
80698,372,189
80699,33,53
80700,475,104
80701,101,35
80702,78,68
80703,346,188
80704,366,152
80705,7,7
80706,133,101
80707,429,130
80708,582,124
80709,101,152
80710,426,96
80711,399,139
80712,211,78
80713,320,150
80714,85,88
80715,220,146
80716,293,127
80717,87,75
80718,320,130
80719,310,109
80720,12,14
80721,202,139
80722,70,80
80723,233,120
80724,109,171
80725,75,29
80726,262,124
80727,419,59
80728,138,149
80729,319,108
80730,11,20
80731,246,119
80732,223,151
80733,488,160
80734,150,113
80735,374,123
80736,112,179
80737,236,163
80738,88,58
80739,121,115
80740,444,215
80741,302,149
80742,176,129
80743,423,92
80744,104,106
80745,385,152
80746,193,90
80747,131,88
80748,97,173
80749,286,144
80750,9,8
80751,207,85
80752,318,119
80753,33,49
80754,76,75
80755,415,126
80756,249,98
80757,67,58
80758,203,93
80759,406,116
80760,180,122
80761,232,148
80762,296,91
80763,147,46
80764,385,120
80765,112,47
80766,433,124
80767,510,109
80768,107,128
80769,123,110
80770,337,112
80771,214,92
80772,38,47
80773,200,88
80774,297,118
80775,150,159
80776,576,113
80777,57,63
80778,66,46
80779,244,128
80780,104,145
80781,382,147
80782,302,175
80783,348,151
80784,8,7
80785,193,122
80786,246,81
80787,155,108
80788,173,122
80789,428,133
80790,218,107
80791,69,45
80792,524,160
80793,200,120
80794,194,122
80795,130,55
80796,246,63
80797,45,47
80798,134,47
80799,56,57
80800,135,65
80801,182,79
80802,187,74
80803,128,47
80804,161,61
80805,67,51
80806,269,53
80807,115,53
80808,228,46
80809,372,56
80810,6,6
80811,86,45
80812,194,72
80813,57,59
80814,88,55
80815,248,68
80816,247,83
80817,213,72
80818,118,32
80819,210,65
80820,257,62
80821,49,44
80822,78,51
80823,138,53
80824,87,59
80825,335,81
80826,255,69
80827,126,53
80828,319,83
80829,6,8
80830,178,71
80831,72,55
80832,170,51
80833,14,27
80834,74,49
80835,297,74
80836,227,64
80837,729,79
80838,330,50
80839,212,57
80840,349,63
80841,83,62
80842,386,70
80843,275,53
80844,11,25
80845,138,81
80846,385,81
80847,179,55
80848,8,6
80849,92,44
80850,107,40
80851,108,52
80852,469,68
80853,287,56
80854,116,39
80855,306,75
80856,68,74
80857,121,66
80858,184,68
80859,7,7
80860,100,76
80861,106,61
80862,290,88
80863,164,37
80864,248,109
80865,133,84
80866,375,111
80867,369,116
80868,232,80
80869,60,53
80870,68,65
80871,249,88
80872,221,111
80873,86,69
80874,235,98
80875,82,68
80876,285,71
80877,204,109
80878,125,36
80879,116,95
80880,144,71
80881,233,91
80882,6,8
80883,73,63
80884,260,44
80885,209,67
80886,252,73
80887,143,47
80888,154,76
80889,264,113
80890,142,84
80891,153,110
80892,30,23
80893,206,134
80894,70,78
80895,244,92
80896,306,121
80897,209,118
80898,125,109
80899,59,79
80900,143,105
80901,216,125
80902,90,83
80903,334,94
80904,64,74
80905,209,86
80906,253,73
80907,293,107
80908,11,7
80909,96,71
80910,245,91
80911,56,77
80912,68,30
80913,158,109
80914,157,112
80915,544,131
80916,151,70
80917,160,129
80918,115,71
80919,106,62
80920,287,95
80921,65,70
80922,229,128
80923,63,33
80924,75,82
80925,16,13
80926,248,107
80927,158,87
80928,335,128
80929,153,60
80930,127,80
80931,72,71
80932,414,91
80933,126,104
80934,309,85
80935,75,40
80936,337,93
80937,128,86
80938,211,85
80939,381,110
80940,6,10
80941,122,54
80942,386,76
80943,268,56
80944,108,49
80945,78,51
80946,315,54
80947,56,64
80948,318,74
80949,235,60
80950,181,55
80951,101,51
80952,81,51
80953,235,55
80954,82,54
80955,309,46
80956,157,47
80957,207,47
80958,7,6
80959,266,79
80960,60,34
80961,116,49
80962,140,35
80963,83,51
80964,128,46
80965,257,52
80966,370,66
80967,78,30
80968,90,50
80969,101,51
80970,151,55
80971,58,61
80972,85,46
80973,122,51
80974,306,85
80975,141,32
80976,66,60
80977,399,78
80978,324,89
80979,8,20
80980,106,49
80981,109,37
80982,59,62
80983,344,85
80984,261,68
80985,108,33
80986,130,54
80987,300,51
80988,13,20
80989,146,49
80990,87,56
80991,204,84
80992,137,62
80993,58,65
80994,94,46
80995,269,60
80996,154,29
80997,166,48
80998,70,43
80999,159,50
81000,66,50
81001,57,67
81002,122,68
81003,153,81
81004,192,46
81005,90,44
81006,17,47
81007,157,38
81008,124,27
81009,17,55
81010,149,62
81011,8,7
81012,390,59
81013,9,25
81014,458,72
81015,59,47
81016,91,50
81017,185,57
81018,142,59
81019,58,56
81020,86,56
81021,106,64
81022,155,47
81023,242,74
81024,49,24
81025,279,53
81026,61,38
81027,89,44
81028,152,54
81029,242,66
81030,135,29
81031,237,70
81032,65,32
81033,311,76
81034,118,48
81035,86,50
81036,96,36
81037,73,58
81038,226,57
81039,316,54
81040,293,60
81041,88,62
81042,82,48
81043,162,36
81044,239,64
81045,152,84
81046,144,50
81047,267,52
81048,211,48
81049,7,6
81050,105,48
81051,314,79
81052,76,62
81053,301,67
81054,148,71
81055,10,23
81056,115,53
81057,207,84
81058,8,26
81059,128,53
81060,212,75
81061,321,81
81062,117,61
81063,309,82
81064,201,82
81065,171,99
81066,393,81
81067,77,31
81068,48,24
81069,145,62
81070,184,75
81071,189,53
81072,121,48
81073,95,47
81074,393,54
81075,62,70
81076,234,79
81077,181,50
81078,88,48
81079,366,86
81080,212,78
81081,7,9
81082,112,50
81083,176,58
81084,205,61
81085,61,71
81086,376,55
81087,45,44
81088,115,55
81089,208,80
81090,113,57
81091,304,87
81092,266,73
81093,7,7
81094,218,80
81095,29,41
81096,304,60
81097,87,49
81098,410,74
81099,64,61
81100,44,25
81101,198,79
81102,251,60
81103,10,6
81104,119,48
81105,105,29
81106,74,46
81107,305,54
81108,51,40
81109,195,82
81110,127,54
81111,162,52
81112,75,52
81113,55,50
81114,26,27
81115,164,52
81116,78,73
81117,528,94
81118,328,70
81119,297,58
81120,8,6
81121,99,43
81122,333,78
81123,49,52
81124,503,83
81125,9,23
81126,131,51
81127,283,76
81128,46,23
81129,127,83
81130,272,61
81131,56,77
81132,350,94
81133,57,48
81134,185,87
81135,127,53
81136,98,77
81137,150,83
81138,7,8
81139,201,97
81140,123,58
81141,94,26
81142,87,51
81143,130,87
81144,85,51
81145,204,89
81146,6,9
81147,74,67
81148,118,26
81149,46,80
81150,58,58
81151,163,45
81152,229,48
81153,60,51
81154,189,52
81155,58,50
81156,168,41
81157,8,18
81158,54,23
81159,68,24
81160,282,58
81161,7,11
81162,53,52
81163,280,99
81164,410,82
81165,129,56
81166,78,55
81167,278,99
81168,6,5
81169,315,58
81170,288,93
81171,83,56
81172,268,96
81173,327,100
81174,7,11
81175,60,58
81176,153,51
81177,134,27
81178,136,57
81179,120,100
81180,7,15
81181,59,53
81182,101,31
81183,193,53
81184,140,56
81185,143,56
81186,8,18
81187,278,91
81188,141,48
81189,124,51
81190,273,58
81191,191,27
81192,25,8
81193,104,54
81194,289,52
81195,133,55
81196,240,52
81197,6,5
81198,133,109
81199,126,58
81200,46,23
81201,134,78
81202,146,63
81203,11,18
81204,238,55
81205,193,63
81206,17,47
81207,117,62
81208,129,52
81209,113,24
81210,167,101
81211,42,43
81212,290,62
81213,219,110
81214,277,56
81215,77,67
81216,161,63
81217,34,47
81218,241,56
81219,65,23
81220,81,59
81221,139,55
81222,49,75
81223,131,52
81224,335,100
81225,111,65
81226,116,96
81227,231,69
81228,16,27
81229,159,43
81230,146,36
81231,98,52
81232,162,55
81233,140,50
81234,102,48
81235,219,79
81236,19,32
81237,158,49
81238,178,54
81239,314,58
81240,250,77
81241,82,30
81242,79,36
81243,45,66
81244,78,33
81245,251,55
81246,17,33
81247,89,34
81248,204,104
81249,166,44
81250,262,95
81251,8,7
81252,121,50
81253,18,31
81254,69,74
81255,309,48
81256,16,26
81257,170,44
81258,234,56
81259,121,76
81260,453,67
81261,11,9
81262,138,62
81263,257,50
81264,348,76
81265,106,29
81266,198,69
81267,46,30
81268,259,74
81269,177,37
81270,145,48
81271,140,36
81272,351,59
81273,75,34
81274,537,78
81275,8,9
81276,86,51
81277,133,40
81278,146,52
81279,17,28
81280,328,52
81281,17,27
81282,493,57
81283,277,53
81284,107,56
81285,288,54
81286,8,8
81287,50,109
81288,237,129
81289,10,27
81290,68,76
81291,116,75
81292,190,109
81293,191,76
81294,41,52
81295,120,77
81296,134,52
81297,248,73
81298,16,32
81299,120,72
81300,148,82
81301,139,54
81302,163,110
81303,8,10
81304,36,74
81305,232,123
81306,80,79
81307,219,136
81308,11,33
81309,12,19
81310,52,79
81311,109,101
81312,156,100
81313,65,72
81314,82,77
81315,106,82
81316,15,26
81317,89,89
81318,98,114
81319,15,24
81320,127,80
81321,122,97
81322,81,81
81323,157,79
81324,26,11
81325,36,78
81326,95,75
81327,121,57
81328,142,94
81329,145,86
81330,98,74
81331,108,114
81332,21,91
81333,12,29
81334,132,113
81335,95,82
81336,154,99
81337,13,22
81338,39,74
81339,220,85
81340,128,106
81341,88,80
81342,103,102
81343,237,117
81344,79,83
81345,89,79
81346,8,10
81347,37,70
81348,115,81
81349,108,124
81350,128,78
81351,201,86
81352,336,88
81353,13,26
81354,116,76
81355,120,57
81356,239,88
81357,19,27
81358,64,79
81359,70,55
81360,326,129
81361,118,94
81362,9,12
81363,751,88
81364,8,8
81365,93,47
81366,21,22
81367,206,54
81368,14,13
81369,213,48
81370,105,49
81371,76,48
81372,263,94
81373,110,82
81374,85,66
81375,214,84
81376,12,9
81377,14,14
81378,46,40
81379,172,40
81380,68,65
81381,102,56
81382,62,49
81383,146,49
81384,66,67
81385,48,47
81386,115,48
81387,37,24
81388,92,48
81389,88,69
81390,39,21
81391,131,54
81392,180,47
81393,18,16
81394,15,17
81395,53,47
81396,175,48
81397,177,81
81398,10,9
81399,19,17
81400,51,49
81401,180,53
81402,152,74
81403,51,25
81404,70,47
81405,294,62
81406,64,57
81407,75,44
81408,130,84
81409,21,17
81410,50,47
81411,140,54
81412,100,53
81413,14,11
81414,97,31
81415,115,52
81416,157,65
81417,182,54
81418,78,55
81419,7,5
81420,64,45
81421,147,52
81422,106,49
81423,168,46
81424,62,52
81425,276,74
81426,228,55
81427,51,51
81428,136,69
81429,240,64
81430,9,9
81431,140,53
81432,21,15
81433,220,50
81434,288,77
81435,21,18
81436,55,52
81437,152,53
81438,14,16
81439,57,65
81440,145,85
81441,85,69
81442,123,65
81443,11,30
81444,54,51
81445,93,68
81446,185,63
81447,157,99
81448,7,6
81449,25,29
81450,11,18
81451,82,61
81452,79,42
81453,24,33
81454,16,12
81455,207,98
81456,140,63
81457,336,97
81458,19,30
81459,354,71
81460,73,38
81461,265,114
81462,7,7
81463,7,20
81464,155,73
81465,39,71
81466,161,65
81467,364,84
81468,105,91
81469,149,86
81470,196,81
81471,64,63
81472,137,64
81473,27,34
81474,87,65
81475,7,7
81476,42,56
81477,70,61
81478,135,51
81479,67,70
81480,211,68
81481,91,73
81482,160,84
81483,219,80
81484,6,8
81485,15,18
81486,183,110
81487,324,117
81488,9,5
81489,71,63
81490,198,75
81491,174,80
81492,270,73
81493,115,73
81494,154,50
81495,93,39
81496,515,116
81497,9,8
81498,141,74
81499,199,79
81500,18,26
81501,77,57
81502,274,76
81503,65,61
81504,174,78
81505,203,46
81506,206,102
81507,169,70
81508,276,68
81509,241,51
81510,61,65
81511,274,133
81512,161,72
81513,413,129
81514,6,6
81515,14,76
81516,139,113
81517,241,136
81518,9,34
81519,116,82
81520,175,73
81521,126,82
81522,135,77
81523,16,61
81524,222,87
81525,6,10
81526,41,66
81527,101,71
81528,214,126
81529,117,114
81530,81,99
81531,164,72
81532,19,76
81533,219,100
81534,83,63
81535,29,78
81536,98,82
81537,114,66
81538,115,62
81539,193,133
81540,205,130
81541,361,127
81542,92,75
81543,150,92
81544,237,91
81545,6,6
81546,348,100
81547,19,76
81548,165,81
81549,127,87
81550,94,82
81551,290,62
81552,59,108
81553,188,79
81554,19,44
81555,131,85
81556,174,89
81557,146,150
81558,149,61
81559,138,92
81560,12,11
81561,19,80
81562,300,77
81563,8,34
81564,68,60
81565,20,65
81566,301,132
81567,48,62
81568,247,114
81569,214,72
81570,105,94
81571,174,79
81572,10,42
81573,46,113
81574,129,145
81575,67,85
81576,61,73
81577,275,82
81578,166,148
81579,279,118
81580,70,107
81581,109,87
81582,325,102
81583,140,137
81584,8,10
81585,123,82
81586,11,83
81587,162,87
81588,55,77
81589,236,166
81590,10,29
81591,70,72
81592,9,32
81593,134,84
81594,9,35
81595,274,92
81596,107,84
81597,102,131
81598,150,68
81599,194,88
81600,8,81
81601,72,87
81602,278,89
81603,113,85
81604,203,146
81605,193,134
81606,177,115
81607,111,62
81608,273,86
81609,404,179
81610,8,35
81611,138,89
81612,48,83
81613,141,87
81614,155,87
81615,287,168
81616,67,82
81617,218,80
81618,114,72
81619,367,92
81620,67,144
81621,123,84
81622,371,159
81623,61,127
81624,116,87
81625,202,135
81626,166,135
81627,49,115
81628,99,109
81629,175,163
81630,12,33
81631,169,77
81632,55,132
81633,116,81
81634,241,107
81635,159,150
81636,179,88
81637,86,69
81638,108,134
81639,203,93
81640,9,11
81641,79,91
81642,324,132
81643,304,148
81644,110,131
81645,453,139
81646,208,171
81647,33,59
81648,230,90
81649,50,109
81650,110,79
81651,207,92
81652,245,144
81653,29,82
81654,124,89
81655,12,36
81656,371,168
81657,8,39
81658,81,88
81659,167,93
81660,109,88
81661,67,72
81662,192,81
81663,83,71
81664,34,65
81665,173,85
81666,222,87
81667,53,94
81668,10,7
81669,10,26
81670,92,68
81671,109,67
81672,144,111
81673,147,71
81674,114,73
81675,14,40
81676,9,30
81677,173,118
81678,173,76
81679,9,8
81680,9,31
81681,227,71
81682,147,110
81683,145,83
81684,106,75
81685,228,82
81686,63,83
81687,193,74
81688,157,100
81689,55,50
81690,182,119
81691,106,80
81692,32,82
81693,10,37
81694,9,31
81695,35,71
81696,67,81
81697,224,73
81698,183,92
81699,277,150
81700,10,36
81701,10,36
81702,34,74
81703,150,81
81704,146,78
81705,8,8
81706,9,25
81707,298,139
81708,80,57
81709,200,69
81710,8,8
81711,138,84
81712,64,73
81713,80,50
81714,159,136
81715,202,79
81716,461,126
81717,8,35
81718,293,114
81719,8,7
81720,355,79
81721,194,79
81722,57,54
81723,297,136
81724,244,127
81725,8,9
81726,165,83
81727,212,77
81728,144,122
81729,11,42
81730,211,147
81731,32,93
81732,14,48
81733,71,85
81734,150,132
81735,149,88
81736,338,139
81737,87,100
81738,188,60
81739,59,85
81740,110,80
81741,188,133
81742,70,124
81743,211,129
81744,194,78
81745,247,91
81746,347,121
81747,224,68
81748,13,42
81749,37,84
81750,205,75
81751,6,8
81752,382,111
81753,121,72
81754,378,79
81755,248,110
81756,122,36
81757,402,65
81758,121,39
81759,50,67
81760,428,133
81761,4,6
81762,10,12
81763,392,79
81764,13,19
81765,278,134
81766,20,28
81767,10,17
81768,92,63
81769,231,58
81770,7,8
81771,13,18
81772,259,82
81773,437,77
81774,50,31
81775,520,147
81776,43,68
81777,73,74
81778,180,80
81779,93,83
81780,219,78
81781,485,83
81782,190,78
81783,237,75
81784,3,3
81785,45,68
81786,301,62
81787,78,74
81788,197,131
81789,88,79
81790,289,85
81791,151,86
81792,235,77
81793,138,122
81794,150,116
81795,287,123
81796,198,70
81797,97,72
81798,140,69
81799,249,77
81800,24,29
81801,165,75
81802,265,91
81803,5,7
81804,13,23
81805,130,72
81806,235,82
81807,18,26
81808,42,69
81809,219,115
81810,57,40
81811,340,85
81812,126,109
81813,163,71
81814,502,93
81815,51,70
81816,247,132
81817,265,85
81818,228,84
81819,140,71
81820,292,78
81821,4,4
81822,194,83
81823,130,70
81824,24,30
81825,38,64
81826,164,48
81827,129,55
81828,132,49
81829,288,61
81830,55,81
81831,60,48
81832,112,61
81833,97,50
81834,159,48
81835,101,53
81836,184,49
81837,19,16
81838,366,87
81839,26,27
81840,6,7
81841,52,54
81842,235,50
81843,212,77
81844,24,29
81845,61,51
81846,128,51
81847,104,49
81848,111,59
81849,47,55
81850,262,56
81851,93,59
81852,260,57
81853,195,101
81854,6,7
81855,66,59
81856,191,80
81857,95,53
81858,114,56
81859,124,49
81860,225,76
81861,98,53
81862,126,72
81863,59,45
81864,39,39
81865,161,80
81866,141,60
81867,223,88
81868,70,93
81869,488,90
81870,32,57
81871,120,60
81872,181,53
81873,72,38
81874,256,96
81875,248,81
81876,50,46
81877,170,69
81878,133,68
81879,258,60
81880,7,7
81881,41,75
81882,288,104
81883,37,38
81884,303,69
81885,7,8
81886,104,64
81887,221,64
81888,153,66
81889,57,65
81890,246,68
81891,202,69
81892,138,64
81893,123,103
81894,285,105
81895,13,26
81896,43,60
81897,252,134
81898,12,27
81899,171,58
81900,281,73
81901,161,64
81902,309,111
81903,69,81
81904,129,48
81905,230,132
81906,87,71
81907,102,69
81908,190,71
81909,166,129
81910,13,31
81911,76,68
81912,144,73
81913,70,49
81914,191,114
81915,554,130
81916,10,33
81917,268,67
81918,82,47
81919,213,128
81920,72,78
81921,124,44
81922,255,122
81923,358,85
81924,62,65
81925,104,69
81926,392,112
81927,245,73
81928,118,73
81929,131,52
81930,310,122
81931,10,8
81932,170,76
81933,72,74
81934,250,123
81935,59,72
81936,259,131
81937,16,26
81938,61,80
81939,160,115
81940,73,73
81941,141,85
81942,88,65
81943,216,69
81944,82,123
81945,40,43
81946,21,29
81947,136,41
81948,209,64
81949,19,22
81950,58,59
81951,96,51
81952,20,22
81953,93,75
81954,249,134
81955,86,116
81956,103,73
81957,161,80
81958,23,31
81959,7,9
81960,183,61
81961,98,38
81962,83,57
81963,66,33
81964,123,38
81965,47,50
81966,89,34
81967,336,53
81968,22,39
81969,88,50
81970,53,54
81971,151,69
81972,95,36
81973,262,49
81974,5,6
81975,13,48
81976,90,61
81977,96,47
81978,9,50
81979,148,46
81980,171,91
81981,134,46
